call_to_arrival,assign_to_arrival,demand_met
12.367766025873857,11.865576261156688,1.0
12.26669777406247,11.763889450113108,1.0
12.358791165026418,11.853180769049175,1.0
12.981420382751143,12.483882155018568,1.0
12.502519339913865,12.00329513879853,1.0
12.493279100713808,11.986067512120066,1.0
12.445097039441226,11.945017829668702,1.0
12.55306287413996,12.050097741777535,1.0
12.384472510016748,11.87729546828091,1.0
12.379249868958754,11.875090568736665,1.0
12.337147095931028,11.833128669125651,0.999
12.462832617415065,11.961620220932017,1.0
12.455299715773025,11.960142292984255,1.0
12.372782068408132,11.869459148664248,1.0
12.376477782418757,11.880537263769735,1.0
12.495440973563564,11.986581357681017,1.0
12.32338734962406,11.818307784542796,1.0
12.456346213474077,11.958546112213561,1.0
12.344781389844382,11.838727228594266,1.0
12.363324400115804,11.85953157804211,1.0
12.362849562726824,11.861808469686784,1.0
12.333642604240802,11.82347852927064,1.0
12.423609667933883,11.91901019477636,1.0
12.419168008597746,11.917544967427773,1.0
12.274240891731663,11.768412254172858,1.0
12.365626718307269,11.86290750043021,1.0
12.315020122750077,11.819180382602731,1.0
12.990415607181854,12.483638017394023,1.0
13.109570473026258,12.602347569794313,1.0
12.517088899472808,12.005788757394832,1.0
